koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_teq,koi_steff,koi_slogg,koi_srad
FALSE POSITIVE,12.4254201,141.5458,0.428,18.56,1.45E+02,659,5571,4.643,0.691
FALSE POSITIVE,12.424995,141.5904,0.746,20.282,5.15E+01,1293,6098,3.707,2.657
FALSE POSITIVE,12.4227918,141.7972,0.979,27.29,2.03E+02,634,5279,4.62,0.72
CANDIDATE,485.92297,299.5015,0.4516,3.756,1.23E+02,225,5551,4.386,0.957
FALSE POSITIVE,22.9134463,140.6466918,0.709,4.11699,2.52E+05,811,6621,4.294,1.297
CANDIDATE,9.6550473,137.07505,0.124,2.752,3.13E+02,705,4999,4.49,0.843
FALSE POSITIVE,10.0046881,136.47719,0.0164,2.389,5.06E+01,1466,6620,3.779,2.641
FALSE POSITIVE,8.65315602,136.64735,0.049,2.627,4.18E+02,643,4746,4.605,0.696
CANDIDATE,228.65412,282.7548,0.225,2.487,1.79E+02,521,6845,3.849,2.674
FALSE POSITIVE,2.243015737,133.450825,0.661,4.31675,2.78E+05,1813,6181,4.084,1.444
FALSE POSITIVE,4.694218481,133.780334,0.616,4.53365,1.75E+05,946,5512,4.575,0.787
FALSE POSITIVE,0.87683182,132.06142,,1.96,,,,,
FALSE POSITIVE,0.953734449,132.413233,1.262,1.7616,1.24E+03,2672,7332,4.265,1.46
FALSE POSITIVE,2.073873563,132.59754,0.198,6.5605,6.04E+05,3150,7803,3.688,3.373
FALSE POSITIVE,15.71378722,132.0981464,0.762,11.3122,6.04E+04,747,5843,4.399,1.006
FALSE POSITIVE,7.964440392,136.194674,0.001,9.1701,6.85E+04,755,5250,4.548,0.736
FALSE POSITIVE,0.518071538,131.92715,1.264,1.7865,2.20E+03,2536,5876,4.273,1.209
FALSE POSITIVE,2.151214629,131.74391,0.235,2.226,3.33E+02,3287,4748,2.635,8.179
CANDIDATE,12.7143635,134.79818,0.071,3.101,5.25E+02,785,5947,4.481,0.962
CANDIDATE,80.4103783,171.29626,0.913,3.487,5.91E+02,535,5476,3.904,1.673
CANDIDATE,1.93188768,133.1676,0.256,1.087,3.78E+01,1427,5896,4.516,0.914
FALSE POSITIVE,320.1847186,423.2096375,,11.94,,,,,
FALSE POSITIVE,12.426469,141.4649,0.978,25.71,1.81E+02,729,5691,4.544,0.887
FALSE POSITIVE,12.4262889,141.4617,0.879,18.764,9.42E+01,864,6246,4.433,1.092
FALSE POSITIVE,12.424747,141.6151,0.976,25.24,1.39E+02,691,5514,4.569,0.826
FALSE POSITIVE,12.4255705,141.5298,0.984,28.88,1.39E+02,721,5742,4.564,0.827
FALSE POSITIVE,12.426173,141.5013,0.997,30.64,1.15E+02,1006,6367,4.181,1.357
FALSE POSITIVE,12.4244306,141.647,0.98,26.15,2.14E+02,714,5761,4.581,0.791
FALSE POSITIVE,6.71738328,137.2100078,0.159,3.60057,1.65E+05,883,5301,4.416,0.936
FALSE POSITIVE,24.9559985,149.094437,0.996,2.76331,4.86E+03,1438,8617,3.78,3.018
CANDIDATE,5.2449156,136.0365,0.019,8.367,3.55E+01,1015,5823,4.486,0.878
CANDIDATE,168.6693478,132.5942053,,4.07,,,,,
FALSE POSITIVE,4.426942241,133.564383,0.951,1.6116,2.90E+03,958,5511,4.569,0.746
CANDIDATE,571.280892,368.0081,0.6109,21.827,4.61E+02,324,7081,4.16,1.619
CANDIDATE,4.66185924,133.58514,0.2695,3.164,4.93E+01,1610,7081,4.16,1.619
CANDIDATE,1.213672208,131.94978,7.3743,1.3644,2.73E+03,1789,6113,4.463,0.995
FALSE POSITIVE,3.454241684,131.711253,0.505,4.69505,8.82E+04,2010,6562,3.822,2.433
CANDIDATE,90.097375,143.8471,0.042,12.697,2.83E+02,430,6116,4.444,1.008
CANDIDATE,7.72966941,138.92566,0.668,2.091,4.27E+02,927,5947,4.481,0.962
CANDIDATE,51.85656556,167.340205,,2.21,,,,,
FALSE POSITIVE,1.457256942,131.60891,0.549,6.51381,3.65E+05,2112,6630,4.235,1.416
FALSE POSITIVE,10.81824842,137.17026,0.813,18.2848,1.37E+04,830,5955,4.446,0.894
FALSE POSITIVE,2.559236603,132.263863,1.251,1.6706,1.13E+04,1296,5955,4.534,0.883
FALSE POSITIVE,281.35877,390.582,0.0371,7.74,2.79E+02,446,6049,3.728,2.522
CANDIDATE,154.536881,177.697,0.3257,15.44,2.59E+02,544,6049,3.728,2.522
FALSE POSITIVE,462.12345,408.2031,0.2396,8.46,6.99E+02,169,4547,4.559,0.747
CANDIDATE,87.707513,205.7369,0.4,2.184,5.78E+02,310,4944,4.614,0.721
CONFIRMED,5.1117547,133.76122,0.962,3.281,2.68E+02,1351,6432,4.207,1.345
CONFIRMED,9.6310258,132.7273,0.951,5.255,2.97E+02,1094,6432,4.207,1.345
FALSE POSITIVE,101.889228,213.9353,0.0237,2.71,8.09E+01,487,5802,4.073,1.59
CANDIDATE,437.5158614,522.0553193,,4.16,,,,,
FALSE POSITIVE,48.5023669,168.2091,30.612,1.053,7.40E+02,192,3396,4.991,0.28
FALSE POSITIVE,524.14139,344.9169,0.1508,11.603,4.04E+02,237,6225,4.481,0.931
CANDIDATE,8.97377221,139.73978,0.237,2.135,1.07E+02,1530,6537,3.76,2.829
FALSE POSITIVE,41.86539723,161.17679,1.286,6.663,4.31E+03,500,6063,4.584,0.788
FALSE POSITIVE,4.553370029,135.433898,0.951,3.2209,2.37E+04,1264,6306,4.346,1.109
FALSE POSITIVE,5.262652179,135.6269856,0.96,2.85554,2.27E+04,1499,7049,4.212,1.549
FALSE POSITIVE,345.9820728,392.1763832,,2.97,,,,,
FALSE POSITIVE,16.6218534,133.5526451,0.58,3.91517,5.53E+04,719,5949,4.451,0.907
FALSE POSITIVE,19.74161604,136.446922,1.04,3.07231,8.88E+04,902,6535,4.183,1.529
FALSE POSITIVE,5.455766383,136.907217,0.794,2.8923,1.05E+05,795,5067,4.625,0.694
FALSE POSITIVE,22.44620704,149.1595,1.256,7.5491,1.63E+03,894,6070,3.969,1.777
CANDIDATE,205.41415,295.6538,0.0856,10.26,2.84E+02,323,6123,4.465,0.991
FALSE POSITIVE,1.237147407,132.6581514,0.466,7.06623,4.35E+05,2107,6064,4.16,1.449
FALSE POSITIVE,1.28619671,131.87462,0.874,1.114,1.37E+02,1646,5650,4.391,0.926
FALSE POSITIVE,2.649026189,133.379281,0.914,2.4698,5.22E+04,1377,5838,4.342,0.988
FALSE POSITIVE,6.932281325,134.876198,1.291,11.0301,6.41E+03,1872,8675,4.08,2.168
FALSE POSITIVE,2.151384476,133.1088143,0.237,3.34471,2.64E+05,1725,6184,4.19,1.257
FALSE POSITIVE,0.562273947,131.52433,0.662,3.1572,6.70E+01,2083,5632,4.45,0.847
FALSE POSITIVE,17.4352218,143.2261,1.211,51.666,6.03E+02,1195,6313,3.706,2.641
CANDIDATE,114.271739,163.3628542,,2.19,,,,,
CANDIDATE,26.40805532,155.746607,,2.7,,,,,
CANDIDATE,46.07931317,159.6728081,,1.87,,,,,
CANDIDATE,24.8434837,148.1777,0.641,4.8,2.17E+02,625,5670,4.397,1.022
CANDIDATE,7.7016694,134.2294,0.01,10.898,1.56E+02,1627,5174,3.228,3.608
FALSE POSITIVE,117.634213,176.0874,0.5206,3.82,2.53E+02,513,5236,3.711,2.332
FALSE POSITIVE,21.02544702,148.2226428,0.978,6.52216,1.16E+05,1123,6631,3.798,2.438
FALSE POSITIVE,0.933753371,131.50945,0.311,4.438,4.73E+01,3137,7286,3.998,2.056
FALSE POSITIVE,1.72153588,131.7292,0.002,1.9227,3.99E+04,1045,4535,4.607,0.668
CANDIDATE,4.67250377,135.23678,0.95,4.441,7.96E+01,1149,6146,4.454,0.987
FALSE POSITIVE,2.765621941,133.680095,1.262,2.3191,8.34E+03,1134,5423,4.542,0.828
FALSE POSITIVE,3.664964374,134.152879,0.552,3.9058,9.08E+04,1184,5726,4.403,0.987
FALSE POSITIVE,6.8072842,135.5474,0.923,1.9477,1.46E+04,1156,5182,3.935,1.824
FALSE POSITIVE,2.136577151,133.026579,0.996,2.4682,7.91E+04,1311,5457,4.442,0.905
FALSE POSITIVE,2.638432816,133.003946,0.863,2.42989,4.85E+04,1933,6502,3.991,1.753
FALSE POSITIVE,11.99100036,139.598337,0.534,6.4648,3.76E+05,897,5988,4.271,1.13
FALSE POSITIVE,2.03746414,131.54567,0.008,2.895,1.39E+02,1474,6117,4.496,0.947
FALSE POSITIVE,37.80694072,153.8409531,1.111,3.84264,1.06E+05,617,6387,4.41,1.105
CANDIDATE,21.9711574,137.6914,0.119,5.012,1.78E+02,649,5763,4.436,0.997
CANDIDATE,144.688915,256.343,0.087,9.468,3.97E+02,416,5372,4.007,1.71
FALSE POSITIVE,12.42555055,141.5457,0.973,28.492,4.09E+02,1027,6381,4.155,1.423
FALSE POSITIVE,12.42592247,141.54848,0.885,31.5,8.71E+03,1547,4849,3.06,6.952
CANDIDATE,1.54287434,132.61697,0.013,1.1121,4.01E+02,1007,4530,4.704,0.539
FALSE POSITIVE,12.4237327,133.9642,0.132,18.15,3.01E+01,1057,5221,3.72,2.067
FALSE POSITIVE,94.38163,171.3362,0.593,11.87,9.12E+01,537,5221,3.72,2.067
CANDIDATE,33.3200908,150.0494,0.069,6.5265,6.19E+03,750,6264,4.133,1.651
CONFIRMED,7.5844241,137.847,0.815,3.918,1.01E+03,1228,6264,4.133,1.651
FALSE POSITIVE,210.899577,230.1954,0.3202,2.167,3.35E+03,268,5332,4.5,0.843
FALSE POSITIVE,3.103730697,132.8744585,0.539,6.93402,3.69E+05,1340,6075,4.422,1.091
CANDIDATE,91.20573037,210.1533987,,4.17,,,,,
FALSE POSITIVE,253.40538,273.6514,0.3967,7.43,2.41E+02,443,7304,4.151,1.69
FALSE POSITIVE,5.110771787,133.315344,0.878,2.48392,5.07E+04,1048,6029,4.523,0.894
CANDIDATE,7.07394528,136.64371,0.277,2.319,2.28E+02,647,4777,4.689,0.561
FALSE POSITIVE,1.463773705,132.807589,0.838,1.9123,6.48E+04,1329,5446,4.599,0.668
FALSE POSITIVE,4.46255312,133.64977,0.004,14.0957,2.27E+04,1795,4847,3.277,3.619
FALSE POSITIVE,79.87804945,184.7704412,,3.19,,,,,
CANDIDATE,14.516741,138.83799,0.851,2.706,2.27E+02,606,4954,4.5,0.828
CANDIDATE,20.5718107,142.80267,0.123,3.399,3.79E+02,498,4922,4.624,0.708
FALSE POSITIVE,3.026764871,133.3279059,0.198,4.32532,6.67E+04,1360,6283,4.459,1.01
FALSE POSITIVE,3.840130917,135.139765,0.872,2.8951,6.04E+04,1205,5931,4.418,1.012
FALSE POSITIVE,5.554227226,135.16203,0.174,4.77434,1.42E+05,930,5433,4.465,0.843
FALSE POSITIVE,1.570919281,132.47362,1.083,3.2232,6.51E+04,1797,6192,4.326,1.162
FALSE POSITIVE,35.08976902,153.396702,1.264,3.9623,5.75E+03,501,5603,4.556,0.846
FALSE POSITIVE,5.233450136,133.1261573,0.457,8.57374,4.30E+05,1050,5841,4.454,0.977
FALSE POSITIVE,3.6037011,131.6711,1.225,2.994,1.61E+04,1464,5633,4.016,1.547
FALSE POSITIVE,3.518356021,131.8005089,0.593,6.90375,3.17E+05,1266,6201,4.472,0.989
CANDIDATE,11.867172,142.985,0.001,4.815,5.96E+02,1058,6264,4.133,1.651
FALSE POSITIVE,2.6160943,132.5162,0.6458,21.34,2.93E+01,1744,6645,4.232,1.42
FALSE POSITIVE,2.404386969,133.2105484,0.613,7.40348,3.13E+05,1670,6466,4.278,1.21
CANDIDATE,142.685885,175.9722,0.1086,3.792,1.20E+03,319,5767,4.57,0.799
FALSE POSITIVE,4.390513938,132.550761,0.879,2.9472,4.68E+04,1401,6081,4.133,1.454
FALSE POSITIVE,3.86963822,131.6242,,2.29,,,,,
CANDIDATE,12.4970599,140.8987,0.65,3.877,1.80E+02,839,6174,4.445,1.021
FALSE POSITIVE,7.384681,132.1721,0.068,3.548,1.43E+02,1000,6174,4.445,1.021
CONFIRMED,21.0907909,133.96316,0.832,4.751,4.18E+02,606,5723,4.546,0.818
FALSE POSITIVE,3.371796653,134.876289,3.219,3.4421,3.67E+05,1155,5615,4.455,0.912
FALSE POSITIVE,1.927177921,132.571474,0.399,2.7742,1.36E+05,1219,5193,4.525,0.774
FALSE POSITIVE,0.575925434,131.92458,0.905,2.4676,1.37E+05,1834,5461,4.586,0.683
FALSE POSITIVE,496.17566,174.0663,0.4188,11.63,2.93E+02,358,6643,3.946,1.976
FALSE POSITIVE,6.256352128,133.543181,1.269,2.3512,3.29E+03,918,5772,4.549,0.836
CONFIRMED,16.17803,132.326,0.081,5.18,4.49E+02,754,5929,4.413,1.069
FALSE POSITIVE,2.37795507,132.557333,1.298,2.4329,4.39E+03,2965,9565,4.088,2.286
FALSE POSITIVE,2.053866175,132.944062,1.265,4.8045,5.02E+03,2528,5051,3.22,4.089
FALSE POSITIVE,36.5521313,165.0716,0.4969,2.481,2.83E+02,361,4722,4.723,0.527
FALSE POSITIVE,5.177577252,132.9009561,1.341,2.4777,1.33E+03,1671,7429,4.143,1.796
FALSE POSITIVE,4.08029328,131.7047,0.2428,2.8343,1.13E+03,1044,5619,4.536,0.874
CONFIRMED,104.3519624,190.10261,0.532,3.695,2.44E+02,355,5650,4.546,0.87
CANDIDATE,6.06330298,136.17607,0.0214,3.275,2.01E+02,1153,6308,4.353,1.153
CANDIDATE,86.431871,423.0356,0.95,7.374,4.15E+02,464,6325,4.409,1.112
CANDIDATE,26.1152887,145.5641,0.1382,12.54,7.00E+01,898,5190,3.63,2.912
FALSE POSITIVE,469.52303,381.4073,0.733,5.487,3.56E+02,252,6197,4.449,1.035
FALSE POSITIVE,11.83271013,137.5928634,0.548,6.152,1.76E+02,728,5639,4.551,0.859
FALSE POSITIVE,32.66996259,159.4801924,0.18,3.581,3.65E+02,428,4871,4.606,0.741
CANDIDATE,269.306232,285.6272,1.219,14.931,1.71E+03,235,5251,4.581,0.817
FALSE POSITIVE,19.93364711,143.94041,0.852,8.6122,1.75E+05,848,6505,4.25,1.29
FALSE POSITIVE,1.071911311,131.607529,1.272,3.8559,9.82E+03,1809,5885,4.413,0.933
FALSE POSITIVE,18.0196514,148.6673673,0.675,5.08572,1.77E+05,544,5278,4.658,0.659
FALSE POSITIVE,117.934158,197.8657,0.658,9.25,1.88E+02,648,6790,3.822,2.597
FALSE POSITIVE,4.032762189,133.3016604,0.599,4.14212,1.19E+05,1173,5960,4.438,0.962
FALSE POSITIVE,2.371589507,132.743293,1.653,3.5116,2.35E+05,1043,5340,4.715,0.601
FALSE POSITIVE,5.09112124,135.17945,0.224,2.159,1.15E+02,2044,6705,3.629,3.293
FALSE POSITIVE,4.206070484,132.248423,0.949,10.6988,1.20E+05,2547,8212,3.736,3.185
FALSE POSITIVE,0.905677864,132.197687,1.321,2.2432,3.67E+03,3989,5037,3.002,7.553
CANDIDATE,96.509214,223.808,3.6303,0.589,1.53E+03,787,7343,3.751,2.955
CANDIDATE,69.64679311,138.283056,,3.71,,,,,
CANDIDATE,111.65546,148.8939,11.3832,1.051,2.89E+03,579,6967,4.086,1.863
CANDIDATE,86.13201864,164.2236993,,3.11,,,,,
FALSE POSITIVE,94.219289,196.1952,0.173,24.312,1.03E+03,285,4641,4.589,0.694
FALSE POSITIVE,297.113395,309.1459,0.0322,4.529,2.75E+02,509,6626,3.676,3.206
CONFIRMED,180.921729,234.3344,0.025,8.99,7.42E+02,302,5818,4.554,0.848
FALSE POSITIVE,4.478116695,132.8719936,0.622,3.357,1.18E+05,1218,6304,4.435,1.058
FALSE POSITIVE,0.579108481,131.7753,0.424,1.659,6.84E+01,1377,4604,4.749,0.501
FALSE POSITIVE,1.27620899,131.6866,0.276,2.169,1.86E+02,1851,6304,4.435,1.058
FALSE POSITIVE,528.50344,209.8264,0.0094,6.394,1.34E+02,354,7102,4.068,1.874
CANDIDATE,47.14404783,172.855768,,4.35,,,,,
CANDIDATE,197.0543157,266.1346771,,6.38,,,,,
CANDIDATE,406.496216,325.9025,0.5052,3.495,3.80E+02,236,5847,4.525,0.884
CANDIDATE,491.6151681,295.3512988,,6.31,,,,,
FALSE POSITIVE,2.027383251,131.686117,1.248,1.5528,3.86E+03,1352,5544,4.435,0.875
FALSE POSITIVE,10.73370737,141.11176,0.895,7.6706,6.16E+03,1171,5971,3.914,2.003
FALSE POSITIVE,9.449438672,136.025779,1.243,5.5479,1.29E+04,1152,6558,4.167,1.431
FALSE POSITIVE,8.752913958,138.724933,1.124,3.4546,4.18E+04,1635,7279,3.856,2.624
CANDIDATE,499.47338,455.5672,0.793,12.248,1.66E+03,191,5251,4.581,0.817
FALSE POSITIVE,1.985586627,132.9336782,0.804,2.53163,7.26E+04,2796,6651,3.6,3.219
FALSE POSITIVE,16.57902805,146.733098,0.745,7.803,3.80E+04,1062,5870,3.808,2.3
FALSE POSITIVE,513.42784,174.3904,0.714,6.278,5.23E+02,424,4833,3.13,6.065
FALSE POSITIVE,2.064900876,132.874485,1.253,6.8769,1.09E+04,1357,5714,4.501,0.901
FALSE POSITIVE,9.751720174,138.538319,0.15,16.1937,3.33E+05,1356,5147,3.424,3.145
CONFIRMED,19.672324,134.3013,0.721,4.812,6.50E+02,908,6486,4.136,1.485
CONFIRMED,32.657035,152.881,0.007,5.953,6.20E+02,767,6486,4.136,1.485
CANDIDATE,7.3138454,137.561,0.893,2.273,2.48E+02,1263,6486,4.136,1.485
FALSE POSITIVE,4.592401261,133.139791,0.272,4.96038,8.74E+04,1678,7201,4.138,1.724
FALSE POSITIVE,6.70995253,134.02352,0.616,2.297,8.60E+01,1120,6461,4.396,1.131
FALSE POSITIVE,5.776794344,133.6275034,0.366,6.33505,1.22E+05,2249,7666,3.658,3.601
FALSE POSITIVE,23.19923256,146.6907294,,2.09,,,,,
FALSE POSITIVE,0.503199724,131.90627,0.492,1.117,2.76E+02,1363,4013,4.639,0.63
FALSE POSITIVE,4.768540307,133.8648842,0.806,0.9938,3.48E+02,1010,5491,4.432,0.887
FALSE POSITIVE,73.91858615,154.696798,1.137,6.9735,1.84E+05,484,6300,4.404,1.057
CANDIDATE,212.4350367,239.8349648,,4.26,,,,,
CANDIDATE,11.1619384,133.5538,0.739,5.195,1.24E+02,1093,6200,4.072,1.64
FALSE POSITIVE,2.38793696,133.22902,1.193,17.302,1.14E+02,1674,6769,4.379,1.161
FALSE POSITIVE,589.17968,185.0175,0.0431,10.2,2.53E+02,330,5295,3.617,3.152
CANDIDATE,76.83994597,171.7707187,,3.11,,,,,
CANDIDATE,78.86684,143.7314,0.2074,4.5,8.61E+01,573,6907,4.264,1.381
FALSE POSITIVE,4.618767943,133.386655,0.004,6.03,3.26E+04,1565,6195,3.937,1.781
FALSE POSITIVE,3.60727417,133.77548,0.463,14.0841,8.42E+05,1833,7026,4.068,1.785
FALSE POSITIVE,2.565717939,133.22148,1.313,1.7084,1.94E+03,4607,11360,3.636,4.712
FALSE POSITIVE,22.05274533,151.552457,1.247,5.5924,1.39E+04,552,5510,4.608,0.741
FALSE POSITIVE,2.881338104,132.909319,1.271,3.5943,2.53E+03,1206,5783,4.539,0.88
FALSE POSITIVE,4.078355243,132.160073,0.368,6.4649,3.61E+04,1113,5872,4.481,0.867
FALSE POSITIVE,7.73590441,137.98785,1.205,4.4389,4.65E+02,884,5927,4.544,0.86
FALSE POSITIVE,3.530164642,134.77535,0.019,4.11466,6.99E+04,1465,6208,4.226,1.344
CANDIDATE,28.8672107,156.19578,0.041,3.782,3.47E+02,493,5191,4.564,0.837
CANDIDATE,48.9528113,139.6768278,,1.66,,,,,
FALSE POSITIVE,94.225938,196.1319,0.213,22.08,5.30E+02,348,5421,4.564,0.852
CANDIDATE,431.78556,507.3561,0.196,9.135,3.33E+02,211,5642,4.6,0.747
FALSE POSITIVE,395.07333,244.4858,0.013,7.844,6.45E+02,1406,3599,0.679,98.38
FALSE POSITIVE,1.51918335,131.913532,0.336,5.45573,5.00E+05,2517,7426,4.116,1.698
FALSE POSITIVE,13.59940118,133.0874188,,2.52,,,,,
FALSE POSITIVE,2.745910734,133.1719105,0.639,4.02594,2.87E+05,1221,5372,4.396,0.96
FALSE POSITIVE,1.608363345,131.58432,0.608,2.1988,9.61E+04,1133,5022,4.668,0.589
FALSE POSITIVE,5.746017234,132.042549,1.008,3.6347,2.92E+04,1042,5940,4.429,0.96
CANDIDATE,144.102562,198.0696,0.0879,2.753,1.71E+02,437,6528,4.257,1.26
CANDIDATE,112.317402,241.6462,0.5434,3.471,1.82E+02,475,6528,4.257,1.26
CANDIDATE,9.13315062,139.9861,0.275,2.1557,2.31E+02,900,6122,4.487,0.964
FALSE POSITIVE,3.963787093,135.029951,0.95,3.10316,2.50E+04,1389,6617,4.373,1.18
FALSE POSITIVE,1.759208679,132.6537254,0.548,4.60837,3.62E+05,1475,5721,4.453,0.961
FALSE POSITIVE,1.6031794,131.5678,,0.91,,,,,
CANDIDATE,335.56311,340.6688,0.12,13.06,1.58E+02,333,6200,4.16,1.448
FALSE POSITIVE,6.496031958,135.4687416,0.065,5.21924,1.09E+05,957,5516,4.364,0.988
FALSE POSITIVE,4.012537983,134.652406,0.783,2.0101,1.98E+04,765,4483,4.629,0.63
FALSE POSITIVE,1.594162001,132.634679,1.128,5.4958,9.88E+03,1419,5388,4.449,0.885
FALSE POSITIVE,10.23893988,132.722552,1.022,3.4851,3.15E+03,1190,6244,3.986,1.807
FALSE POSITIVE,5.499941387,136.869403,0.002,5.1339,4.01E+04,1202,6435,4.385,1.157
FALSE POSITIVE,8.667826242,137.3415297,0.822,5.06514,4.35E+04,1225,6712,4.174,1.538
FALSE POSITIVE,265.2996227,316.91977,0.798,8.8452,1.00E+05,270,5873,4.547,0.863
FALSE POSITIVE,265.2999623,316.91821,0.928,8.8577,3.18E+04,296,6108,4.471,0.997
FALSE POSITIVE,98.1020983,170.33189,0.1865,1.225,1.84E+02,525,6669,4.224,1.427
FALSE POSITIVE,182.467019,215.019,0.0158,7.607,1.02E+03,364,6299,4.401,1.167
FALSE POSITIVE,126.5783727,198.1194352,,2.5,,,,,
FALSE POSITIVE,11.41437505,142.59649,0.895,6.276,4.60E+04,1128,6826,4.187,1.52
CANDIDATE,154.607419,250.5204,0.0898,9.225,2.80E+02,340,6017,4.508,0.931
CANDIDATE,57.132855,152.9919,0.32,4.958,4.14E+02,414,5157,4.445,0.904
FALSE POSITIVE,151.31847,148.9275,0.3788,16.45,1.05E+02,373,6003,4.346,1.085
FALSE POSITIVE,10.4032399,138.18443,1.296,23.85,1.06E+03,1104,6428,4.144,1.436
FALSE POSITIVE,1.853209359,132.249661,0.99,1.7543,1.23E+04,2100,6384,4.026,1.716
FALSE POSITIVE,14.66769462,139.161736,1.169,2.4462,2.99E+04,1552,7517,3.717,3.226
CANDIDATE,28.2251049,153.7452,0.778,2.354,2.01E+02,625,6014,4.436,1.021
CANDIDATE,150.381954,205.2811,0.892,4.968,3.96E+02,325,5569,4.459,0.954
CANDIDATE,95.906433,226.921,0.576,4.08,8.36E+02,288,4620,4.564,0.736
FALSE POSITIVE,11.4132144,140.11988,0.439,2.371,7.64E+01,925,6188,4.33,1.155
CANDIDATE,445.21685,202.847,0,16.37,2.12E+02,237,5670,4.387,0.95
FALSE POSITIVE,172.178768,139.442,0.2431,1.19,5.01E+02,349,6208,4.462,1.009
CANDIDATE,35.502865,150.4186,0.783,8.149,1.16E+02,724,5528,3.892,1.839
FALSE POSITIVE,13.78752053,136.762097,0.99,2.55435,1.30E+04,921,6399,4.312,1.289
FALSE POSITIVE,8.2904597,132.24956,0.426,2.6002,1.73E+05,594,4601,4.681,0.566
CANDIDATE,66.789347,184.4713,0.667,4.08,3.59E+02,490,6297,4.448,1.031
CANDIDATE,6.150251376,134.4228253,1.27,1.68923,2.13E+03,2251,8914,3.896,2.867
FALSE POSITIVE,8.214204254,135.01403,1.092,4.5905,7.42E+04,798,5654,4.59,0.774
FALSE POSITIVE,15.71377375,132.09973,0.864,7.464,9.48E+03,728,5812,4.434,0.96
FALSE POSITIVE,5.918619554,132.924716,0.258,3.94804,9.41E+04,1009,5957,4.498,0.971
FALSE POSITIVE,3.319523463,131.923046,1.162,3.3465,3.88E+04,1108,5761,4.581,0.791
FALSE POSITIVE,5.874197307,134.3187261,0.7,4.26585,2.06E+05,1112,6103,4.363,1.083
FALSE POSITIVE,19.7959731,135.93667,0.156,5.342,3.34E+02,1014,6731,4.043,1.876
CANDIDATE,29.5126153,134.7234,0.188,6.314,1.88E+02,678,5746,4.189,1.351
FALSE POSITIVE,209.0005502,149.8223238,,2.52,,,,,
FALSE POSITIVE,5.614892073,132.842964,1.243,3.7294,2.37E+03,4097,4289,1.603,35.695
CONFIRMED,12.2064304,134.053,0.104,2.407,1.34E+03,895,5254,4.05,1.514
CONFIRMED,6.6513189,135.289,0.064,2.135,1.06E+03,1095,5254,4.05,1.514
FALSE POSITIVE,3.905532605,133.349361,0.002,6.8091,7.31E+04,1017,5495,4.543,0.798
CONFIRMED,210.631486,300.72292,0.642,8.419,1.66E+03,234,4895,4.589,0.759
CANDIDATE,455.27405,367.95,0.2429,2.4,3.66E+02,196,5178,4.556,0.818
CANDIDATE,117.761,175.5599,0.2505,3.454,5.39E+01,337,5564,4.522,0.85
CANDIDATE,46.331703,173.2164,0.1484,4.514,3.00E+02,441,5477,4.571,0.815
CONFIRMED,0.766691517,132.19667,0.388,1.2638,2.44E+02,1541,4821,4.529,0.788
FALSE POSITIVE,5.2438528,132.6659,0.583,10.539,1.36E+02,1016,5815,4.5,0.918
FALSE POSITIVE,93.6273251,222.5881699,,1.92,,,,,
CANDIDATE,7.1931193,137.2737,0.296,2.935,1.26E+02,916,5518,4.4,1.008
FALSE POSITIVE,6.474202359,134.3950738,0.448,3.35989,2.03E+05,717,4947,4.636,0.624
FALSE POSITIVE,8.4803048,135.85228,0.027,7.5348,2.67E+03,777,5478,4.573,0.812
FALSE POSITIVE,8.947426242,132.0457395,0.517,4.89701,8.60E+04,1141,6297,4.155,1.506
FALSE POSITIVE,9.93443795,132.87307,1.264,8.098,2.75E+03,830,5763,4.484,0.998
FALSE POSITIVE,2.173552528,132.3118,1.297,1.6107,3.03E+03,1025,5008,4.663,0.594
CANDIDATE,47.7439509,160.15905,0.977,2.99,9.69E+01,575,5949,4.272,1.292
CANDIDATE,4.57834367,132.2982,0.232,3.987,1.41E+02,1206,5782,4.28,1.22
FALSE POSITIVE,10.15771597,139.442275,1.268,2.9526,9.52E+03,853,5993,4.489,0.986
CANDIDATE,12.654896,134.6826,0.009,4.325,1.01E+02,801,5833,4.407,1.022
CANDIDATE,131.258668,182.3187,0.4901,4.89,1.53E+02,433,6443,4.325,1.248
CANDIDATE,92.552007,221.5872,0.513,2.135,2.83E+02,440,5808,4.306,1.22
CANDIDATE,75.072964,147.1591,0.2602,9.21,7.43E+01,522,6443,4.325,1.248
FALSE POSITIVE,404.701927,196.6089,0.2598,3.981,2.36E+02,298,6443,4.325,1.248
FALSE POSITIVE,0.779609509,131.67843,0.676,4.013,8.85E+01,2097,5899,4.37,1.07
FALSE POSITIVE,15.80529628,135.9561178,,1.56,,,,,
FALSE POSITIVE,2.103239235,132.8681395,0.62,7.08365,3.15E+05,1470,6074,4.466,0.965
CANDIDATE,31.8134892,137.82331,0.2316,1.422,2.34E+02,496,5505,4.586,0.776
CANDIDATE,115.230655,176.644,0.95,17.735,1.64E+02,632,6585,3.813,2.517
CONFIRMED,184.262741,255.2287,0.885,11.94,2.92E+02,380,6115,4.249,1.291
CANDIDATE,106.25976,132.2417,0.209,6.101,3.54E+02,303,4827,4.508,0.823
CANDIDATE,505.462916,458.07755,0.489,10.127,1.72E+03,181,4817,4.499,0.833
